Date,year,Site_location,LONGITUDE,LATITUDE,Region,Site_number,Clade,Species_name,Collection_no,Plant_no,LMA,Canopy_area,LWratio,FWC
8/21/2011,2011,Cederberg_NR:_Driehoek_Rd_,19.18468,-32.43356,Cedarberg,PL_1067,A1,laevigatum_Cederburg,110,6,0.029493088,.,56,2.842105263
8/21/2011,2011,Cederberg_NR:_Driehoek_Rd_,19.18468,-32.43356,Cedarberg,PL_1067,A1,laevigatum_Cederburg,110,7,0.027692308,.,60,2.8
8/21/2011,2011,Cederberg_NR:_Driehoek_Rd_,19.18468,-32.43356,Cedarberg,PL_1067,A1,laevigatum_Cederburg,110,8,0.021428571,.,56,4.217391304
7/24/2011,2011,De_Hoop_NR:_Main_Rd_8,20.42115,-34.44343333,De_Hoop,PL_1000,A2a,lobatum,1,1,0.008339173,765.7632093,0.636363636,4.87394958
7/24/2011,2011,De_Hoop_NR:_Main_Rd_8,20.42115,-34.44343333,De_Hoop,PL_1000,A2a,lobatum,1,2,0.006828392,125.6637061,0.707070707,4.651162791
7/24/2011,2011,De_Hoop_NR:_Main_Rd_8,20.42115,-34.44343333,De_Hoop,PL_1000,A2a,lobatum,1,3,0.008109461,274.8893572,0.785714286,4.124113475
7/24/2011,2011,De_Hoop_NR:_Main_Rd_8,20.42115,-34.44343333,De_Hoop,PL_1000,A2a,lobatum,1,4,0.006902023,1592.787475,0.602150538,4.508599509
7/24/2011,2011,De_Hoop_NR:_Main_Rd_8,20.42115,-34.44343333,De_Hoop,PL_1000,A2a,lobatum,1,5,0.007050441,275.6747554,0.857142857,4.951923077
7/24/2011,2011,De_Hoop_NR:_Main_Rd_8,20.42115,-34.44343333,De_Hoop,PL_1000,A2a,lobatum,1,6,0.006571462,680.9402077,0.762295082,5.701807229
7/24/2011,2011,De_Hoop_NR:_Main_Rd_8,20.42115,-34.44343333,De_Hoop,PL_1000,A2a,lobatum,1,7,0.008264092,814.4578954,0.926829268,9.490291262
7/24/2011,2011,De_Hoop_NR:_Main_Rd_8,20.42115,-34.44343333,De_Hoop,PL_1000,A2a,lobatum,1,8,0.007621308,530.9291585,0.747747748,3.051575931
8/13/2011,2011,Rooisand_E_sect_of_trail,19.10107,-34.34211,Kogelberg,PL_1058,A2a,lobatum,87,1,0.008638021,703.7167544,2.162162162,4.924107143
8/13/2011,2011,Rooisand_E_sect_of_trail,19.10107,-34.34211,Kogelberg,PL_1058,A2a,lobatum,87,2,0.008263761,365.210146,1.183098592,5.686708861
8/13/2011,2011,Rooisand_E_sect_of_trail,19.10107,-34.34211,Kogelberg,PL_1058,A2a,lobatum,87,3,0.008445086,904.7786842,2.361111111,5.441130298
8/13/2011,2011,Rooisand_E_sect_of_trail,19.10107,-34.34211,Kogelberg,PL_1058,A2a,lobatum,87,4,0.010354641,769.6902001,2,4.79748062
8/13/2011,2011,Rooisand_E_sect_of_trail,19.10107,-34.34211,Kogelberg,PL_1058,A2a,lobatum,87,5,0.00526763,857.6547944,1.131147541,7.214285714
